./augmentation\knot0001_0_1330.ppm dry_knot
./augmentation\knot0001_0_1463.ppm dry_knot
./augmentation\knot0001_0_1778.ppm dry_knot
./augmentation\knot0001_0_18.ppm dry_knot
./augmentation\knot0001_0_2704.ppm dry_knot
./augmentation\knot0001_0_3039.ppm dry_knot
./augmentation\knot0001_0_3069.ppm dry_knot
./augmentation\knot0001_0_3121.ppm dry_knot
./augmentation\knot0001_0_4053.ppm dry_knot
./augmentation\knot0001_0_4078.ppm dry_knot
./augmentation\knot0001_0_4813.ppm dry_knot
./augmentation\knot0001_0_5099.ppm dry_knot
./augmentation\knot0001_0_5523.ppm dry_knot
./augmentation\knot0001_0_567.ppm dry_knot
./augmentation\knot0001_0_6418.ppm dry_knot
./augmentation\knot0001_0_6640.ppm dry_knot
./augmentation\knot0001_0_7194.ppm dry_knot
./augmentation\knot0001_0_7284.ppm dry_knot
./augmentation\knot0001_0_8083.ppm dry_knot
./augmentation\knot0001_0_8187.ppm dry_knot
./augmentation\knot0001_0_9326.ppm dry_knot
./augmentation\knot0002_0_1589.ppm dry_knot
./augmentation\knot0002_0_1682.ppm dry_knot
./augmentation\knot0002_0_2207.ppm dry_knot
./augmentation\knot0002_0_2871.ppm dry_knot
./augmentation\knot0002_0_3037.ppm dry_knot
./augmentation\knot0002_0_3638.ppm dry_knot
./augmentation\knot0002_0_3690.ppm dry_knot
./augmentation\knot0002_0_4019.ppm dry_knot
./augmentation\knot0002_0_4515.ppm dry_knot
./augmentation\knot0002_0_5335.ppm dry_knot
./augmentation\knot0002_0_695.ppm dry_knot
./augmentation\knot0002_0_7668.ppm dry_knot
./augmentation\knot0002_0_7704.ppm dry_knot
./augmentation\knot0002_0_7826.ppm dry_knot
./augmentation\knot0002_0_7849.ppm dry_knot
./augmentation\knot0002_0_8440.ppm dry_knot
./augmentation\knot0002_0_8832.ppm dry_knot
./augmentation\knot0002_0_9167.ppm dry_knot
./augmentation\knot0002_0_929.ppm dry_knot
./augmentation\knot0002_0_9406.ppm dry_knot
./augmentation\knot0002_0_9627.ppm dry_knot
./augmentation\knot0003_0_1430.ppm dry_knot
./augmentation\knot0003_0_1527.ppm dry_knot
./augmentation\knot0003_0_2058.ppm dry_knot
./augmentation\knot0003_0_2667.ppm dry_knot
./augmentation\knot0003_0_2951.ppm dry_knot
./augmentation\knot0003_0_3256.ppm dry_knot
./augmentation\knot0003_0_4285.ppm dry_knot
./augmentation\knot0003_0_4287.ppm dry_knot
./augmentation\knot0003_0_4671.ppm dry_knot
./augmentation\knot0003_0_4928.ppm dry_knot
./augmentation\knot0003_0_5294.ppm dry_knot
./augmentation\knot0003_0_6144.ppm dry_knot
./augmentation\knot0003_0_6173.ppm dry_knot
./augmentation\knot0003_0_703.ppm dry_knot
./augmentation\knot0003_0_7370.ppm dry_knot
./augmentation\knot0003_0_7804.ppm dry_knot
./augmentation\knot0003_0_8473.ppm dry_knot
./augmentation\knot0003_0_850.ppm dry_knot
./augmentation\knot0003_0_9109.ppm dry_knot
./augmentation\knot0003_0_9430.ppm dry_knot
./augmentation\knot0003_0_9665.ppm dry_knot
./augmentation\knot0004_0_105.ppm dry_knot
./augmentation\knot0004_0_1777.ppm dry_knot
./augmentation\knot0004_0_1995.ppm dry_knot
./augmentation\knot0004_0_2748.ppm dry_knot
./augmentation\knot0004_0_2830.ppm dry_knot
./augmentation\knot0004_0_2916.ppm dry_knot
./augmentation\knot0004_0_3131.ppm dry_knot
